#SampleID	Metaphlan2_Analysis
	44
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA6186	5
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA6186|f__UBA6186	5
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA6186|f__UBA6186|g__	4
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA6186|f__UBA6186|g__|s__	4
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA6186|f__UBA6186|g__UBA6186	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA6186|f__UBA6186|g__UBA6186|s__	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA6522	78
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA6522|f__UBA6522	78
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA6522|f__UBA6522|g__	15
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA6522|f__UBA6522|g__|s__	15
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA6522|f__UBA6522|g__FEN-1219	63
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA6522|f__UBA6522|g__FEN-1219|s__	63
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA7366	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA7366|f__UBA7366	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA7366|f__UBA7366|g__	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA7366|f__UBA7366|g__|s__	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA7966	14
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA7966|f__UBA7966	14
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA7966|f__UBA7966|g__	4
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA7966|f__UBA7966|g__|s__	4
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA7966|f__UBA7966|g__USCg-Taylor	10
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA7966|f__UBA7966|g__USCg-Taylor|s__GCA_002007425.1	10
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA9339	6
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA9339|f__UBA9339	6
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA9339|f__UBA9339|g__	4
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA9339|f__UBA9339|g__|s__	4
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA9339|f__UBA9339|g__UBA9339	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA9339|f__UBA9339|g__UBA9339|s__	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Woeseiales	7
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Woeseiales|f__Woeseiaceae	7
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Woeseiales|f__Woeseiaceae|g__	3
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Woeseiales|f__Woeseiaceae|g__|s__	3
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Woeseiales|f__Woeseiaceae|g__UBA1844	4
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Woeseiales|f__Woeseiaceae|g__UBA1844|s__	4
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	236
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__	3
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__|g__	3
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__|g__|s__	3
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Marinicellaceae	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Marinicellaceae|g__	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Marinicellaceae|g__|s__	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae	97
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__	4
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__|s__	4
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__66-474	9
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__66-474|s__	9
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Dokdonella	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Dokdonella_A	6
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Dokdonella_A|s__	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Dokdonella_A|s__Dokdonella_A sp003142815	4
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Dokdonella|s__	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Dyella	9
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Dyella|s__	9
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Luteibacter	6
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Luteibacter|s__	6
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Rhodanobacter	32
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Rhodanobacter|s__	32
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Rudaea	29
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Rudaea|s__	29
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__SZUA-36	5
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__SZUA-36|g__	4
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__SZUA-36|g__|s__	4
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__SZUA-36|g__SZUA-36	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__SZUA-36|g__SZUA-36|s__	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Wenzhouxiangellaceae	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Wenzhouxiangellaceae|g__	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Wenzhouxiangellaceae|g__|s__	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae	129
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__	5
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__|s__	5
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Aquimonas	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Aquimonas|s__	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Arenimonas	7
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Arenimonas|s__	7
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Luteimonas	8
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Luteimonas|s__	8
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Lysobacter	9
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Lysobacter_A	9
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Lysobacter_A|s__	9
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Lysobacter|s__	9
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Pseudoxanthomonas	16
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Pseudoxanthomonas_A	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Pseudoxanthomonas_A|s__	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Pseudoxanthomonas|s__	16
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas	26
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas_A	3
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas_A|s__	3
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__	8
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__Stenotrophomonas indicatrix	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__Stenotrophomonas maltophilia_F	10
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__Stenotrophomonas maltophilia_K	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__Stenotrophomonas maltophilia_N	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__Stenotrophomonas maltophilia_P	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__Stenotrophomonas rhizophila_A	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__Stenotrophomonas sp21	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Thermomonas	28
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Thermomonas|s__	28
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__WF-2	15
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__WF-2|s__	15
d__Bacteria|p__RBG-13-61-14	4
d__Bacteria|p__RBG-13-61-14|c__RBG-13-61-14	4
d__Bacteria|p__RBG-13-61-14|c__RBG-13-61-14|o__RBG-13-61-14	4
d__Bacteria|p__RBG-13-61-14|c__RBG-13-61-14|o__RBG-13-61-14|f__	3
d__Bacteria|p__RBG-13-61-14|c__RBG-13-61-14|o__RBG-13-61-14|f__|g__	3
d__Bacteria|p__RBG-13-61-14|c__RBG-13-61-14|o__RBG-13-61-14|f__|g__|s__	3
d__Bacteria|p__RBG-13-61-14|c__RBG-13-61-14|o__RBG-13-61-14|f__RBG-13-61-14	1
d__Bacteria|p__RBG-13-61-14|c__RBG-13-61-14|o__RBG-13-61-14|f__RBG-13-61-14|g__RBG-13-61-14	1
d__Bacteria|p__RBG-13-61-14|c__RBG-13-61-14|o__RBG-13-61-14|f__RBG-13-61-14|g__RBG-13-61-14|s__GCA_001797815.1	1
d__Bacteria|p__RBG-13-65-10	1
d__Bacteria|p__RBG-13-65-10|c__RBG-13-65-10	1
d__Bacteria|p__RBG-13-65-10|c__RBG-13-65-10|o__RBG-13-65-10	1
d__Bacteria|p__RBG-13-65-10|c__RBG-13-65-10|o__RBG-13-65-10|f__RBG-13-65-10	1
d__Bacteria|p__RBG-13-65-10|c__RBG-13-65-10|o__RBG-13-65-10|f__RBG-13-65-10|g__RBG-13-65-10	1
d__Bacteria|p__RBG-13-65-10|c__RBG-13-65-10|o__RBG-13-65-10|f__RBG-13-65-10|g__RBG-13-65-10|s__GCA_001798805.1	1
d__Bacteria|p__RBG-13-66-14	41
d__Bacteria|p__RBG-13-66-14|c__B26-G2	32
d__Bacteria|p__RBG-13-66-14|c__B26-G2|o__	32
d__Bacteria|p__RBG-13-66-14|c__B26-G2|o__|f__	32
d__Bacteria|p__RBG-13-66-14|c__B26-G2|o__|f__|g__	32
d__Bacteria|p__RBG-13-66-14|c__B26-G2|o__|f__|g__|s__	32
d__Bacteria|p__RBG-13-66-14|c__RBG-13-66-14	9
d__Bacteria|p__RBG-13-66-14|c__RBG-13-66-14|o__	6
d__Bacteria|p__RBG-13-66-14|c__RBG-13-66-14|o__|f__	6
d__Bacteria|p__RBG-13-66-14|c__RBG-13-66-14|o__|f__|g__	6
d__Bacteria|p__RBG-13-66-14|c__RBG-13-66-14|o__|f__|g__|s__	6
d__Bacteria|p__RBG-13-66-14|c__RBG-13-66-14|o__RBG-13-66-14	3
d__Bacteria|p__RBG-13-66-14|c__RBG-13-66-14|o__RBG-13-66-14|f__RBG-13-66-14	3
d__Bacteria|p__RBG-13-66-14|c__RBG-13-66-14|o__RBG-13-66-14|f__RBG-13-66-14|g__RBG-13-66-14	3
d__Bacteria|p__RBG-13-66-14|c__RBG-13-66-14|o__RBG-13-66-14|f__RBG-13-66-14|g__RBG-13-66-14|s__	3
d__Bacteria|p__Riflebacteria	2
d__Bacteria|p__Riflebacteria|c__UBA8953	2
d__Bacteria|p__Riflebacteria|c__UBA8953|o__UBA8953	2
d__Bacteria|p__Riflebacteria|c__UBA8953|o__UBA8953|f__UBA8953	2
d__Bacteria|p__Riflebacteria|c__UBA8953|o__UBA8953|f__UBA8953|g__	2
d__Bacteria|p__Riflebacteria|c__UBA8953|o__UBA8953|f__UBA8953|g__|s__	2
d__Bacteria|p__SAR324	4
d__Bacteria|p__SAR324|c__SAR324	4
d__Bacteria|p__SAR324|c__SAR324|o__	3
d__Bacteria|p__SAR324|c__SAR324|o__|f__	3
d__Bacteria|p__SAR324|c__SAR324|o__|f__|g__	3
d__Bacteria|p__SAR324|c__SAR324|o__|f__|g__|s__	3
d__Bacteria|p__SAR324|c__SAR324|o__SAR324	1
d__Bacteria|p__SAR324|c__SAR324|o__SAR324|f__	1
d__Bacteria|p__SAR324|c__SAR324|o__SAR324|f__|g__	1
d__Bacteria|p__SAR324|c__SAR324|o__SAR324|f__|g__|s__	1
d__Bacteria|p__SM23-31	14
d__Bacteria|p__SM23-31|c__SM23-31	14
d__Bacteria|p__SM23-31|c__SM23-31|o__QNDG01	14
d__Bacteria|p__SM23-31|c__SM23-31|o__QNDG01|f__	14
d__Bacteria|p__SM23-31|c__SM23-31|o__QNDG01|f__|g__	14
d__Bacteria|p__SM23-31|c__SM23-31|o__QNDG01|f__|g__|s__	14
d__Bacteria|p__Spirochaetota	141
d__Bacteria|p__Spirochaetota|c__B62-G9	35
d__Bacteria|p__Spirochaetota|c__B62-G9|o__B62-G9	35
d__Bacteria|p__Spirochaetota|c__B62-G9|o__B62-G9|f__	15
d__Bacteria|p__Spirochaetota|c__B62-G9|o__B62-G9|f__|g__	15
d__Bacteria|p__Spirochaetota|c__B62-G9|o__B62-G9|f__|g__|s__	15
d__Bacteria|p__Spirochaetota|c__B62-G9|o__B62-G9|f__B62-G9	20
d__Bacteria|p__Spirochaetota|c__B62-G9|o__B62-G9|f__B62-G9|g__	20
d__Bacteria|p__Spirochaetota|c__B62-G9|o__B62-G9|f__B62-G9|g__|s__	20
d__Bacteria|p__Spirochaetota|c__Brevinematia	5
d__Bacteria|p__Spirochaetota|c__Brevinematia|o__Brevinematales	5
d__Bacteria|p__Spirochaetota|c__Brevinematia|o__Brevinematales|f__GWF1-51-8	5
d__Bacteria|p__Spirochaetota|c__Brevinematia|o__Brevinematales|f__GWF1-51-8|g__	5
d__Bacteria|p__Spirochaetota|c__Brevinematia|o__Brevinematales|f__GWF1-51-8|g__|s__	5
d__Bacteria|p__Spirochaetota|c__Leptospirae	1
d__Bacteria|p__Spirochaetota|c__Leptospirae|o__Leptospirales	1
d__Bacteria|p__Spirochaetota|c__Leptospirae|o__Leptospirales|f__Leptospiraceae	1
d__Bacteria|p__Spirochaetota|c__Leptospirae|o__Leptospirales|f__Leptospiraceae|g__Leptospira_A	1
d__Bacteria|p__Spirochaetota|c__Leptospirae|o__Leptospirales|f__Leptospiraceae|g__Leptospira_A|s__	1
d__Bacteria|p__Spirochaetota|c__Spirochaetia	100
d__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Sphaerochaetales	3
d__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Sphaerochaetales|f__Sphaerochaetaceae	3
d__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Sphaerochaetales|f__Sphaerochaetaceae|g__Sphaerochaeta	2
d__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Sphaerochaetales|f__Sphaerochaetaceae|g__Sphaerochaeta|s__	2
d__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Sphaerochaetales|f__Sphaerochaetaceae|g__UBA8525	1
d__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Sphaerochaetales|f__Sphaerochaetaceae|g__UBA8525|s__	1
d__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales	67
d__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__	10
d__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__|g__	10
d__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__|g__|s__	10
d__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__Alkalispirochaetaceae	5
d__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__Alkalispirochaetaceae|g__	5
d__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__Alkalispirochaetaceae|g__|s__	5
d__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__Bin103	5
d__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__Bin103|g__	5
d__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__Bin103|g__|s__	5
d__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__Fen-1364	22
d__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__Fen-1364|g__	16
d__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__Fen-1364|g__|s__	16
d__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__Fen-1364|g__Fen-1364	6
d__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__Fen-1364|g__Fen-1364|s__	4
d__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__Fen-1364|g__Fen-1364|s__Fen-1364 sp003170115	2
d__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__RBG-16-67-19	10
d__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__RBG-16-67-19|g__	10
d__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__RBG-16-67-19|g__|s__	10
d__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__RPPD01	4
d__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__RPPD01|g__	4
d__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__RPPD01|g__|s__	4
d__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__SZUA-6	11
d__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__SZUA-6|g__	11
d__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__SZUA-6|g__|s__	11
d__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Treponematales	30
d__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Treponematales|f__Treponemataceae	1
d__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Treponematales|f__Treponemataceae|g__Spiro-09	1
d__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Treponematales|f__Treponemataceae|g__Spiro-09|s__	1
d__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Treponematales|f__UBA12059	3
d__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Treponematales|f__UBA12059|g__UBA5200	3
d__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Treponematales|f__UBA12059|g__UBA5200|s__	3
d__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Treponematales|f__UBA8932	26
d__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Treponematales|f__UBA8932|g__	10
d__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Treponematales|f__UBA8932|g__|s__	10
d__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Treponematales|f__UBA8932|g__UBA11090	5
d__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Treponematales|f__UBA8932|g__UBA11090|s__	5
d__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Treponematales|f__UBA8932|g__UBA1306	7
d__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Treponematales|f__UBA8932|g__UBA1306|s__	7
d__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Treponematales|f__UBA8932|g__UBA2256	3
d__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Treponematales|f__UBA8932|g__UBA2256|s__	3
d__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Treponematales|f__UBA8932|g__UBA8932	1
d__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Treponematales|f__UBA8932|g__UBA8932|s__UBA8932 sp002427685	1
d__Bacteria|p__Sumerlaeota	8
d__Bacteria|p__Sumerlaeota|c__Sumerlaeia	8
d__Bacteria|p__Sumerlaeota|c__Sumerlaeia|o__	4
d__Bacteria|p__Sumerlaeota|c__Sumerlaeia|o__|f__	4
d__Bacteria|p__Sumerlaeota|c__Sumerlaeia|o__|f__|g__	4
d__Bacteria|p__Sumerlaeota|c__Sumerlaeia|o__|f__|g__|s__	4
d__Bacteria|p__Sumerlaeota|c__Sumerlaeia|o__UBA8349	4
d__Bacteria|p__Sumerlaeota|c__Sumerlaeia|o__UBA8349|f__	2
d__Bacteria|p__Sumerlaeota|c__Sumerlaeia|o__UBA8349|f__|g__	2
d__Bacteria|p__Sumerlaeota|c__Sumerlaeia|o__UBA8349|f__|g__|s__	2
d__Bacteria|p__Sumerlaeota|c__Sumerlaeia|o__UBA8349|f__UBA8349	2
d__Bacteria|p__Sumerlaeota|c__Sumerlaeia|o__UBA8349|f__UBA8349|g__	2
d__Bacteria|p__Sumerlaeota|c__Sumerlaeia|o__UBA8349|f__UBA8349|g__|s__	2
d__Bacteria|p__Synergistota	1
d__Bacteria|p__Synergistota|c__Synergistia	1
d__Bacteria|p__Synergistota|c__Synergistia|o__Synergistales	1
d__Bacteria|p__Synergistota|c__Synergistia|o__Synergistales|f__	1
d__Bacteria|p__Synergistota|c__Synergistia|o__Synergistales|f__|g__	1
d__Bacteria|p__Synergistota|c__Synergistia|o__Synergistales|f__|g__|s__	1
d__Bacteria|p__SZUA-182	1
d__Bacteria|p__SZUA-182|c__SZUA-182	1
d__Bacteria|p__SZUA-182|c__SZUA-182|o__SZUA-182	1
d__Bacteria|p__SZUA-182|c__SZUA-182|o__SZUA-182|f__	1
d__Bacteria|p__SZUA-182|c__SZUA-182|o__SZUA-182|f__|g__	1
d__Bacteria|p__SZUA-182|c__SZUA-182|o__SZUA-182|f__|g__|s__	1
d__Bacteria|p__T1SED10-198M	1
d__Bacteria|p__T1SED10-198M|c__	1
d__Bacteria|p__T1SED10-198M|c__|o__	1
d__Bacteria|p__T1SED10-198M|c__|o__|f__	1
d__Bacteria|p__T1SED10-198M|c__|o__|f__|g__	1
d__Bacteria|p__T1SED10-198M|c__|o__|f__|g__|s__	1
d__Bacteria|p__TA06	11
d__Bacteria|p__TA06_A	2
d__Bacteria|p__TA06_A|c__DG-26_A	2
d__Bacteria|p__TA06_A|c__DG-26_A|o__SM23-81	2
d__Bacteria|p__TA06_A|c__DG-26_A|o__SM23-81|f__SM23-81	2
d__Bacteria|p__TA06_A|c__DG-26_A|o__SM23-81|f__SM23-81|g__	2
d__Bacteria|p__TA06_A|c__DG-26_A|o__SM23-81|f__SM23-81|g__|s__	2
d__Bacteria|p__TA06|c__DG-26	11
d__Bacteria|p__TA06|c__DG-26|o__E44-bin18	10
d__Bacteria|p__TA06|c__DG-26|o__E44-bin18|f__	8
d__Bacteria|p__TA06|c__DG-26|o__E44-bin18|f__|g__	8
d__Bacteria|p__TA06|c__DG-26|o__E44-bin18|f__|g__|s__	8
d__Bacteria|p__TA06|c__DG-26|o__E44-bin18|f__E44-bin18	2
d__Bacteria|p__TA06|c__DG-26|o__E44-bin18|f__E44-bin18|g__	2
d__Bacteria|p__TA06|c__DG-26|o__E44-bin18|f__E44-bin18|g__|s__	2
d__Bacteria|p__TA06|c__DG-26|o__SM1-40	1
d__Bacteria|p__TA06|c__DG-26|o__SM1-40|f__SM1-40	1
d__Bacteria|p__TA06|c__DG-26|o__SM1-40|f__SM1-40|g__SM1-40	1
d__Bacteria|p__TA06|c__DG-26|o__SM1-40|f__SM1-40|g__SM1-40|s__	1
d__Bacteria|p__Tectomicrobia	13
d__Bacteria|p__Tectomicrobia|c__Entotheonellia	13
d__Bacteria|p__Tectomicrobia|c__Entotheonellia|o__Entotheonellales	8
d__Bacteria|p__Tectomicrobia|c__Entotheonellia|o__Entotheonellales|f__Entotheonellaceae	8
d__Bacteria|p__Tectomicrobia|c__Entotheonellia|o__Entotheonellales|f__Entotheonellaceae|g__	5
d__Bacteria|p__Tectomicrobia|c__Entotheonellia|o__Entotheonellales|f__Entotheonellaceae|g__|s__	5
